"","X1","X2"
"ENSG00000212363.1",-5.23522491309314,-15.1831906107854
"ENSG00000249157.1",-5.27337568255553,-15.1928803684573
"ENSG00000251724.1",-4.99648940659756,-15.4414105398584
"ENSG00000249777.1",-5.45379795981161,-15.5352587156173
"ENSG00000252684.1",-5.1249301919619,-15.062457055723
"ENSG00000251566.1",-5.33504134312765,-15.3939163828184
"ENSG00000251605.1",-5.4128556562621,-15.5423556073726
"ENSG00000200331.1",-5.15217518852486,-15.2605730510219
"ENSG00000206714.1",-5.29377047153102,-15.1849303755608
"ENSG00000207391.1",-5.59240369437172,-15.2269869907154
"ENSG00000277818.1",-5.43604262506117,-15.1111518661116
"ENSG00000238254.3",-5.2510231381029,-15.255652871203
"ENSG00000249778.1",-5.02309954700806,-15.1092837073393
"ENSG00000251828.1",-5.13475734121295,-15.4018904988518
"ENSG00000206774.1",-5.38997012319289,-15.4848627313222
"ENSG00000283359.1",-5.36751327423048,-15.3167214028662
"ENSG00000251395.1",-5.28756289756924,-15.6949307669521
"ENSG00000253073.1",-5.28657697550849,-15.4487957323108
"ENSG00000206744.1",-5.22874407260461,-15.2321815043348
"ENSG00000248674.1",-5.00692805739308,-15.2272169587712
"ENSG00000250253.3",-5.09438515498711,-15.2745645809427
"ENSG00000248170.1",-5.05431280046812,-15.4687722653307
"ENSG00000248667.1",-5.01243676575548,-15.2834417790071
"ENSG00000249023.1",-5.09002172201811,-15.0795223184286
"ENSG00000249842.1",-5.53006424257906,-15.4555190175018
"ENSG00000250874.1",-5.29630070208782,-15.483012217108
"ENSG00000249153.1",-5.21477870714349,-15.3322311613262
"ENSG00000248195.1",-5.20503476490604,-15.1892253002596
"ENSG00000250124.1",-5.43464068234209,-15.4941112203962
"ENSG00000207013.1",-5.31110221643544,-15.6774347547071
"ENSG00000248701.1",-5.24391140569403,-15.1567736300672
"ENSG00000265919.1",-5.25565596305336,-15.5860308171456
"ENSG00000200462.1",-5.2662816519978,-15.4978739489649
"ENSG00000250437.1",-5.55862999783337,-15.2031052641117
"ENSG00000264342.3",-5.35794819853648,-14.9596445236509
"ENSG00000249169.1",-5.48094917884074,-15.3512821810193
"ENSG00000207578.1",-5.18152732155547,-15.3254896314435
"ENSG00000200884.1",-5.49255611572628,-15.3726499548667
"ENSG00000249761.1",-5.46894655062998,-15.5147388393448
"ENSG00000249135.1",-5.14965668371021,-15.2358068915093
"ENSG00000250830.1",-5.38655775373181,-15.1517948885838
"ENSG00000248236.1",-5.20099562079,-15.156737110355
"ENSG00000248928.1",-5.41232092890042,-15.3253046071072
"ENSG00000221263.1",-5.44525191526795,-14.961295850434
"ENSG00000277506.1",-5.19654195728486,-15.1042755435727
"ENSG00000199786.1",-5.12588652931924,-15.6283934323643
"ENSG00000201910.1",-5.43674708494926,-15.4275240849499
"ENSG00000239808.3",-5.16183715246747,-15.1196746904737
"ENSG00000278958.1",-5.0904871517393,-15.4188693815925
"ENSG00000252881.1",-5.25766390864118,-15.1045763690769
"ENSG00000232159.3",-5.06226812783199,-15.1952834633444
"ENSG00000201790.1",-5.32437851925611,-15.4331111192584
"ENSG00000251732.1",-5.65518960577599,-15.2565501274319
"ENSG00000248440.1",-5.14368651607964,-15.3396574827257
"ENSG00000221436.1",-5.14419404029358,-15.2496638113551
"ENSG00000248430.1",-5.30040247109358,-15.4575788838178
"ENSG00000251542.1",-4.99149052021879,-15.1718389042892
"ENSG00000250242.1",-5.33702280838365,-15.4318922861696
"ENSG00000249944.1",-5.58730682794378,-15.2531670437983
"ENSG00000249433.1",-5.11447341331514,-15.3027329044542
"ENSG00000222598.1",-5.04824253917118,-15.20423217486
"ENSG00000250650.1",-5.17670637428814,-15.3579210429434
"ENSG00000238904.1",-5.29889312153648,-15.4652383054295
"ENSG00000223179.3",-5.1828962307531,-15.0656194377286
"ENSG00000202092.1",-5.44768386604228,-15.4926767380629
"ENSG00000250847.1",-5.25003926598522,-14.9396908368601
"ENSG00000213655.4",-5.28595938210256,-15.2903049869944
"ENSG00000248600.1",-5.07915172390259,-15.2120694797894
"ENSG00000250438.1",-5.12925913658094,-15.1149422438872
"ENSG00000250721.1",-5.09311354527013,-15.1165078146817
"ENSG00000249950.1",-5.24372100625726,-15.2186764741684
"ENSG00000249904.1",-5.48939962256944,-15.2566377242795
"ENSG00000241888.2",-5.3865795053456,-15.263421914733
"ENSG00000202082.2",-5.3663507099547,-15.5550596400738
"ENSG00000252185.1",-5.18877904103567,-15.0138691587659
"ENSG00000214743.4",-4.93476381993224,-15.3321236550678
"ENSG00000271585.1",-4.92967877735902,-15.4242521932224
"ENSG00000207290.1",-5.59590678056392,-15.5099460465835
"ENSG00000265691.1",-5.25095875528765,-15.3182409905614
"ENSG00000199455.1",-5.19947682136948,-15.2740694723881
"ENSG00000252514.1",-5.22375913882126,-15.1799307989786
"ENSG00000249312.1",-5.43176004867812,-15.3311068732454
"ENSG00000248955.1",-5.27003840146778,-15.3388797944261
"ENSG00000253067.1",-5.66568979290128,-15.2206748720851
"ENSG00000235775.1",-5.43674500567807,-15.3837860706087
"ENSG00000283678.1",-5.0958473338616,-15.3150589831339
"ENSG00000201274.1",-5.38979710288446,-15.1425095755825
"ENSG00000266751.1",-5.35216111077323,-15.0043729050894
"ENSG00000251380.3",-5.36649833362877,-15.4951914866658
"ENSG00000270123.3",-5.18445746156343,-15.2166078083418
"ENSG00000222285.1",-4.99647974154356,-15.2962430649982
"ENSG00000199880.1",-5.39778545734384,-15.6514214545813
"ENSG00000222937.1",-5.29964759192316,-15.0534594383494
"ENSG00000252533.1",-5.10081592024459,-15.4306110241416
"ENSG00000271792.1",-5.34662711954796,-15.1211716372515
"ENSG00000200051.1",-5.3917826492853,-15.2577143044081
"ENSG00000284325.1",-5.48443625517044,-15.284852527529
"ENSG00000279028.1",-5.02051293795835,-15.4597007142462
"ENSG00000253023.1",-5.34387009120329,-15.5476006567795
"ENSG00000266478.1",-5.16964126198726,-15.5747499078597
"ENSG00000239390.3",-5.12154093705399,-15.0243368732751
"ENSG00000250972.1",-5.09595626866408,-15.3273834343111
"ENSG00000201423.1",-4.98782804641945,-15.3961037755016
"ENSG00000238374.1",-5.28346358995943,-15.5794889163993
"ENSG00000251842.1",-5.5104883967105,-15.6542839779839
"ENSG00000207714.3",-5.0770019877851,-15.1194397869083
"ENSG00000222213.1",-4.99176623081435,-15.3881383095951
"ENSG00000200334.1",-5.09940643401536,-15.3486431393814
"ENSG00000222308.1",-5.18382971912479,-15.5845938266254
"ENSG00000264760.1",-5.57280176020913,-15.5051452268784
"ENSG00000221552.1",-5.16583435029626,-15.4064568815601
"ENSG00000253370.2",-5.22234905327075,-15.1102574769864
"ENSG00000199468.1",-5.24645241745647,-15.569210499891
"ENSG00000252068.1",-5.51366379655703,-15.1973004080091
"ENSG00000222626.1",-5.5458322107309,-15.4694092090748
"ENSG00000252458.1",-5.51447778676485,-15.367296332988
"ENSG00000265237.1",-5.29396249245682,-15.4688255422884
"ENSG00000201474.1",-5.31364109489845,-15.1098335813927
"ENSG00000254351.1",-5.33150432941651,-15.2077299462042
"ENSG00000249449.1",-5.54806617058149,-15.3475150621973
"ENSG00000251998.1",-5.5188054547308,-15.4568335447201
"ENSG00000271679.1",-5.42401861195663,-15.0484082352277
"ENSG00000253538.1",-5.21528006439733,-15.0325561584873
"ENSG00000206845.1",-5.17122493422519,-15.1459761565823
"ENSG00000253946.1",-5.05766786678955,-15.2285155068807
"ENSG00000253065.1",-5.3569838893844,-15.173236520135
"ENSG00000199035.2",-5.31592429363615,-15.0941725865062
"ENSG00000207619.1",-5.30825461709017,-15.6086669592314
"ENSG00000206614.1",-5.34668527547357,-15.1655446485446
"ENSG00000263831.1",-5.09841287649348,-15.4447886463938
"ENSG00000264249.1",-5.22305299592137,-15.6433344016652
"ENSG00000207210.1",-5.01956811141589,-15.4544141849597
"ENSG00000274994.1",-5.07175772791605,-15.6005713732912
"ENSG00000199219.1",-5.17077187056744,-15.554153451345
"ENSG00000248929.1",-5.23835380035962,-15.0370846688343
"ENSG00000266890.1",-5.13546267600678,-15.1642747361626
"ENSG00000248293.1",-5.21790517051535,-15.0356681688022
"ENSG00000249403.1",-5.12207437962674,-15.0991168297675
"ENSG00000222111.1",-5.08995242427553,-15.3464892586584
"ENSG00000251458.1",-5.10857461614503,-15.3623264519431
"ENSG00000266329.1",-5.50420040457747,-15.265029345069
"ENSG00000242341.3",-5.16439910567212,-15.5720681438708
"ENSG00000278441.1",-5.39954392854889,-15.5040703494526
"ENSG00000274716.1",-5.18907779452354,-15.0480720304131
"ENSG00000200555.1",-5.43987772628186,-15.2037811408873
"ENSG00000222852.1",-5.65088272335905,-15.2071983732342
"ENSG00000243664.1",-5.41550080331093,-15.4851893276062
"ENSG00000206686.1",-5.49483277841128,-15.1057969697968
"ENSG00000271530.1",-5.1755004559061,-15.1646474784849
"ENSG00000232999.1",-5.29965885631392,-15.4577781794245
"ENSG00000217707.2",-5.38031524038366,-15.2649900328518
"ENSG00000270695.1",-5.09492820126374,-15.4537271639893
"ENSG00000265083.1",-5.11296947296786,-15.4641041351233
"ENSG00000263572.2",-5.42396536465752,-15.5898395530756
"ENSG00000263705.1",-5.3697883826542,-15.0787140546153
"ENSG00000202313.1",-5.04701785991952,-15.5999684666476
"ENSG00000277473.1",-5.2795405991686,-15.4544021180584
"ENSG00000218893.1",-5.19773816898301,-15.2933435978398
"ENSG00000272379.1",-5.412307526313,-15.4875488630971
"ENSG00000238987.1",-5.07531119678294,-14.9645176840674
"ENSG00000206960.1",-5.1347344462611,-15.3023967489695
"ENSG00000242989.3",-5.33635419455653,-15.032767962151
"ENSG00000274212.1",-5.37675152400668,-15.4085323528311
"ENSG00000263712.1",-5.33919659181518,-15.0645251408938
"ENSG00000251831.1",-5.49457569529099,-15.4491486838418
"ENSG00000207193.1",-5.03340671640636,-14.9787967369304
"ENSG00000201415.1",-5.48617352172807,-15.1681678015865
"ENSG00000201442.2",-5.15113747154868,-15.132516074017
"ENSG00000199715.1",-5.03269725056541,-15.4782604767331
"ENSG00000278102.1",-5.18411156033146,-15.4582383628727
"ENSG00000201523.1",-5.48908748328335,-15.2425107774989
"ENSG00000201683.1",-5.2892374674946,-15.4323123677008
"ENSG00000218476.2",-5.38400176344894,-15.3852080960322
"ENSG00000207394.1",-5.20415484633965,-15.025514734709
"ENSG00000202050.1",-5.19837814796159,-14.9385844302478
"ENSG00000265565.1",-5.21311573133175,-15.2170213663805
"ENSG00000206671.1",-5.18117215471434,-15.1785318640032
"ENSG00000278677.1",-5.3671521963857,-15.443788468429
"ENSG00000238610.1",-5.02549490171832,-15.290628593923
"ENSG00000219262.1",-5.34962738164124,-15.2124002744416
"ENSG00000213916.2",-5.19755598419809,-15.2009115258306
"ENSG00000204702.4",-4.87968240254511,-15.342151055983
"ENSG00000277881.1",-5.06667251377339,-15.2296089846316
"ENSG00000224328.1",-5.02535513506476,-15.1716938961787
"ENSG00000222895.1",-5.15873979329132,-15.400613523685
"ENSG00000265236.1",-4.95039960088959,-15.3605544540414
"ENSG00000274494.1",-5.2160022781032,-15.3975423155157
"ENSG00000266776.1",-5.24000515519228,-15.0827638548255
"ENSG00000273333.2",-5.08853719215183,-15.3883711543997
"ENSG00000263649.1",-5.22147852537777,-15.437753235788
"ENSG00000235301.1",-5.35661544375087,-15.3561527735654
"ENSG00000284517.1",-5.04256134947777,-15.426627828131
"ENSG00000213588.5",-5.09278331040486,-15.3293090763182
"ENSG00000276824.1",-5.48611634459751,-15.2359522620296
"ENSG00000221697.1",-5.16451507560184,-15.0373052984139
"ENSG00000265527.1",-5.34980737517484,-15.3184036373815
"ENSG00000263894.1",-5.42339677584908,-15.4290056466048
"ENSG00000251864.1",-5.13988044279231,-15.2242490797023
"ENSG00000263926.1",-5.40072294705879,-15.3029364624928
"ENSG00000200597.1",-5.44774069415538,-15.3110163128791
"ENSG00000200706.1",-5.4443577584236,-15.4300429507007
"ENSG00000244297.3",-5.28186462207034,-15.1749590089513
"ENSG00000212586.1",-5.14207139649875,-15.0675335998214
"ENSG00000220076.1",-5.02046385739968,-15.1663772391015
"ENSG00000206745.1",-5.54308427196645,-15.1602591795132
"ENSG00000226558.1",-5.28560035289028,-15.0977333891819
"ENSG00000207769.1",-5.22453582993425,-15.4369436479218
"ENSG00000212468.1",-5.27746884891885,-15.4693439352175
"ENSG00000271328.1",-5.19675700370824,-15.2076417034753
"ENSG00000216616.1",-5.5112348144603,-15.4577553297386
"ENSG00000278736.1",-5.15061137570108,-15.2300260718953
"ENSG00000271162.1",-4.94587521411838,-15.3073364954628
"ENSG00000218337.1",-5.14188689082816,-15.3715831201476
"ENSG00000274867.1",-5.2350946597749,-15.6332797022218
"ENSG00000252457.1",-5.37439359532372,-15.1435272583447
"ENSG00000177684.3",-5.11550603780942,-15.3843989890722
"ENSG00000233470.1",-5.14106971693698,-15.1294444952839
"ENSG00000212532.1",-5.53582692737671,-15.0151021762474
"ENSG00000207604.3",-5.15654535644008,-15.292551273039
"ENSG00000202198.1",-5.44258147113962,-15.2072146105011
"ENSG00000253026.1",-5.22747003367614,-15.0584405351101
"ENSG00000206908.1",-5.3676570975476,-15.5727164981834
"ENSG00000218049.1",-5.31088062851412,-15.4692426569312
"ENSG00000253010.1",-5.47824806375387,-15.2194793552041
"ENSG00000251946.1",-5.4364067656294,-15.0855306778987
"ENSG00000220725.1",-5.22779553383439,-15.1883800006132
"ENSG00000200224.2",-5.48914742967353,-15.4797416219851
"ENSG00000212017.2",-5.21616964859269,-15.4089937304651
"ENSG00000275046.1",-5.1505928183791,-15.1068764143267
"ENSG00000275773.1",-4.98933552529705,-15.1899942490562
"ENSG00000274844.1",-5.20056473088398,-15.5939874777853
"ENSG00000220030.1",-5.53752094788549,-15.308286272759
"ENSG00000216859.1",-4.89012918319698,-15.1633887053784
"ENSG00000262566.1",-5.32542445103732,-15.4269079569741
"ENSG00000218813.1",-5.4507090546776,-15.1442230171396
"ENSG00000232120.1",-5.00744001913866,-15.2001473802138
"ENSG00000238949.1",-5.214957788043,-15.6163586261798
"ENSG00000212229.1",-5.16965850770841,-15.3892517582611
"ENSG00000271111.1",-5.24689427488506,-15.3979653364607
"ENSG00000251965.1",-5.19145524935254,-15.4194500684182
"ENSG00000201015.1",-5.22687847080084,-15.1376900951307
"ENSG00000206672.1",-5.20647644194548,-15.5095029638844
"ENSG00000218834.1",-5.22375861131266,-15.5094141180911
"ENSG00000221345.2",-5.42982371275282,-14.9075503832138
"ENSG00000199094.3",-5.0709328765318,-15.3473284982407
"ENSG00000207827.1",-5.45688900963578,-15.1660749352834
"ENSG00000202069.1",-4.9290883076689,-15.2224212578938
"ENSG00000266180.1",-5.38916703170093,-15.4624976258357
"ENSG00000217268.1",-5.17802142213524,-15.6298293381852
"ENSG00000263533.1",-5.1061373390965,-15.0676845353812
"ENSG00000220730.2",-5.00160552379881,-15.5639077943804
"ENSG00000252137.1",-5.11479159304109,-15.1477423045
"ENSG00000200040.1",-5.34117406762196,-15.3043736891985
"ENSG00000222652.1",-5.22017464133164,-15.046321092281
"ENSG00000238697.1",-5.2922538581622,-15.341437979154
"ENSG00000272445.1",-5.3797406669345,-15.4582788165522
"ENSG00000262048.1",-5.06462262651093,-15.38432398623
"ENSG00000220311.1",-5.21755581138457,-15.305785513154
"ENSG00000181705.2",-5.40426933597394,-15.3437233486475
"ENSG00000260574.1",-5.29697378777509,-15.5859353916263
"ENSG00000220537.1",-5.40087742161789,-15.5889551625977
"ENSG00000220291.1",-5.33019282672339,-15.3820019196337
"ENSG00000200427.1",-5.03549763645383,-15.1705401222422
"ENSG00000219500.1",-5.06344093834738,-15.3990684233501
"ENSG00000219190.1",-5.27286061192573,-15.52903542398
"ENSG00000220240.1",-5.00673519528172,-15.1719505253807
"ENSG00000238628.1",-5.36144580246043,-15.4085377949878
"ENSG00000207131.1",-5.31558639912621,-15.0721633162463
"ENSG00000240997.3",-5.17797985885202,-15.1938494146654
"ENSG00000223001.1",-5.57454840093479,-15.2715670744926
"ENSG00000252891.1",-5.18679668000849,-15.5496044244089
"ENSG00000266760.1",-5.29886708740578,-15.1232973799927
"ENSG00000263734.1",-4.87134104050631,-15.3460431624663
"ENSG00000219087.2",-5.50923907976517,-15.240541527648
"ENSG00000220340.1",-5.08790844176071,-15.149639960223
"ENSG00000221455.2",-5.57134858885918,-15.347285907489
"ENSG00000220370.1",-4.92447249853238,-15.3144985712669
"ENSG00000270484.1",-5.28449931443344,-14.9459049494183
"ENSG00000216853.1",-5.48759020759516,-15.4293591133136
"ENSG00000219627.1",-5.36709642246653,-15.4903929740479
"ENSG00000219549.1",-5.54337123488269,-15.407484374002
"ENSG00000219139.1",-5.09123973184457,-14.9077625859108
"ENSG00000238367.1",-5.36618635108418,-15.0580667761195
"ENSG00000265226.1",-5.40020803163208,-15.6081888967254
"ENSG00000199303.1",-5.30567335750382,-15.4751057194704
"ENSG00000219757.1",-5.24564313332357,-14.9910354931037
"ENSG00000202283.1",-5.14960845574755,-14.9770795587085
"ENSG00000218173.1",-5.52592619060365,-15.1053484107459
"ENSG00000212147.1",-5.45436934646858,-15.3497515751532
"ENSG00000273744.1",-5.48945191887514,-15.4359458150047
"ENSG00000207499.1",-5.044470437624,-15.1864431140221
"ENSG00000202386.1",-5.37805740807881,-14.9636266134624
"ENSG00000252125.1",-5.55384673007399,-15.394460292288
"ENSG00000253090.2",-5.18185711908703,-15.2433374843908
"ENSG00000206974.1",-5.30944406942859,-15.5139289800387
"ENSG00000200799.1",-5.3827651447159,-15.63064549216
"ENSG00000230290.1",-5.37416619677822,-15.2198612997147
"ENSG00000201023.1",-5.23432759260778,-15.5261395154837
"ENSG00000200522.1",-5.42665211476055,-15.0556793236029
"ENSG00000212587.1",-5.45471227665856,-15.1289647170697
"ENSG00000216663.3",-4.98365869444607,-15.3757608248362
"ENSG00000232299.1",-5.24489201416547,-15.277998883933
"ENSG00000201386.1",-5.40650237927771,-15.4628040865817
"ENSG00000218490.1",-5.15383080165171,-15.4624986125639
"ENSG00000212333.1",-5.58996776174507,-15.1789241910486
"ENSG00000251882.1",-5.04869486588951,-15.049735861793
"ENSG00000219619.2",-5.27143166231264,-14.9985017897727
"ENSG00000217089.1",-5.03505638597275,-15.2200041556263
"ENSG00000207461.1",-4.95154176306596,-15.5748214638177
"ENSG00000207982.1",-5.4216540723111,-15.5386659319676
"ENSG00000220139.1",-5.08317414307434,-15.5166373798276
"ENSG00000265725.1",-5.42243724335515,-15.1220906984721
"ENSG00000206857.1",-5.31452454139998,-15.3482287728584
"ENSG00000200310.1",-5.58175925019286,-15.2979625917435
"ENSG00000216710.1",-5.49880289162096,-15.0042610084029
"ENSG00000206598.1",-5.11190216226189,-15.4710885989874
"ENSG00000207403.1",-5.48776929503421,-15.5865066259385
"ENSG00000272714.1",-5.47273150866118,-15.1381441843373
"ENSG00000201379.1",-5.43220566749438,-15.3966289212684
"ENSG00000222659.1",-5.25461235869496,-15.5119421824136
"ENSG00000199932.1",-5.18510210933729,-15.1582468200287
"ENSG00000277408.1",-5.30878672184705,-15.4520642209275
"ENSG00000207632.1",-5.31014489418251,-15.4184379781982
"ENSG00000201613.1",-5.49529024351213,-15.1506294242723
"ENSG00000219284.2",-5.6317851785761,-15.1614272274116
"ENSG00000206982.1",-4.93062036717401,-15.4801463826546
"ENSG00000202200.1",-5.17177500439307,-15.4283907801408
"ENSG00000252554.1",-5.52837152060298,-15.377114671037
"ENSG00000219666.2",-5.09257614587722,-15.1025572549992
"ENSG00000219302.2",-5.00043654103717,-15.2907861783903
"ENSG00000202438.1",-5.1220645177769,-15.0470268686052
"ENSG00000252560.1",-5.08521666329406,-15.3492525125201
"ENSG00000266807.1",-5.242973887006,-15.5291977028529
"ENSG00000265669.1",-5.30974653342584,-14.9935815671393
"ENSG00000271488.1",-5.12724664545064,-15.2913008798273
"ENSG00000276703.1",-5.62677461282224,-15.4440642446099
"ENSG00000201309.1",-5.03279222257917,-15.1202464275295
"ENSG00000207689.1",-5.37900574870894,-15.1910690695529
"ENSG00000201012.1",-5.3865333074526,-15.5084186804085
"ENSG00000218424.2",-5.49194511861699,-15.1247612472518
"ENSG00000201807.1",-5.46741265099678,-15.0950445194666
"ENSG00000207247.1",-4.99899732071173,-15.394618314822
"ENSG00000252107.1",-5.42757356992584,-15.6981833826027
"ENSG00000263514.1",-5.01489971343743,-15.3484793356158
"ENSG00000264390.1",-5.49770634217967,-15.4101147486209
"ENSG00000275138.1",-5.48447547545896,-15.128357680015
"ENSG00000233138.1",-4.91943869066194,-15.0796323042252
"ENSG00000201119.1",-4.87219775487509,-15.2083416597305
"ENSG00000222971.1",-5.05886115538618,-15.4039368884211
"ENSG00000207431.2",-5.2367016166922,-15.3199853744216
"ENSG00000216265.1",-4.86497054197157,-15.456243141022
"ENSG00000252244.1",-5.41923337410519,-15.7230577879005
"ENSG00000215094.3",-5.07093120632601,-15.546683866302
"ENSG00000216444.1",-5.65582588868112,-15.351621188853
"ENSG00000238594.1",-5.17034962061148,-15.5082500317881
"ENSG00000201628.1",-5.20921206130847,-14.9462889415293
"ENSG00000238616.1",-5.13868115533492,-15.2548353714151
"ENSG00000201939.1",-5.49383307028112,-15.3318898742141
"ENSG00000222806.1",-5.103550832851,-15.4518497875657
"ENSG00000217160.2",-5.33853833478819,-14.9552272718728
"ENSG00000242246.2",-5.38290854874763,-15.2102496328367
"ENSG00000218776.4",-5.30730949265382,-15.4986196649609
"ENSG00000220733.1",-5.22913788196731,-15.5746394143465
"ENSG00000220514.1",-5.11901816326399,-15.5002503384011
"ENSG00000199246.1",-5.24393228929805,-15.3555587936375
"ENSG00000275419.1",-5.25406018155835,-15.179143915917
"ENSG00000264814.1",-5.41184068950611,-15.432225780081
"ENSG00000238789.1",-5.29484318154089,-15.4669304072833
"ENSG00000221456.1",-5.2755544909436,-15.6072780528775
"ENSG00000212295.1",-4.87743485923581,-15.4364744108589
"ENSG00000271899.1",-5.36941023793867,-15.2541070505424
"ENSG00000266617.1",-5.03553566632118,-15.3560565322034
"ENSG00000217514.1",-5.17910007814873,-15.0639040474131
"ENSG00000266128.2",-5.61549084413745,-15.4327890117916
"ENSG00000217878.2",-5.10636263656669,-15.2996300417354
"ENSG00000223942.1",-4.92481808881161,-15.3353203817353
"ENSG00000201292.1",-5.34530639788536,-15.2713057223566
"ENSG00000280991.1",-5.15850809077297,-15.3887646831204
"ENSG00000213536.2",-5.27205505917729,-15.3650578055788
"ENSG00000273640.1",-5.07521870232454,-15.1049828873398
"ENSG00000234986.1",-4.9793171494127,-15.378668738446
"ENSG00000265089.1",-5.08996679986332,-15.4175547791495
"ENSG00000284047.1",-5.07206131522586,-15.2066301630057
"ENSG00000264357.1",-5.10232427026965,-15.2391294320744
"ENSG00000201794.1",-4.90756433546138,-15.4577365644643
"ENSG00000261809.1",-5.19990522750847,-15.4898942658332
"ENSG00000264474.1",-4.97055424443101,-15.253397517753
"ENSG00000202039.1",-5.25529787169238,-15.6619799026794
"ENSG00000283419.1",-5.11757698427139,-15.3013068778821
"ENSG00000202273.1",-5.47035216007465,-14.9157628244823
"ENSG00000266287.1",-5.05881015366342,-15.127756161389
"ENSG00000201218.1",-5.19691205716575,-15.6417700720557
"ENSG00000270611.1",-5.20962597368527,-15.5423413500076
"ENSG00000201774.1",-5.10434223697032,-15.3121577652777
"ENSG00000274970.1",-5.68754589840159,-15.4849519544362
"ENSG00000224667.1",-5.59126205933415,-15.0913151170233
"ENSG00000230879.1",-5.45406795953862,-15.6015199936937
"ENSG00000252374.1",-5.56365323253481,-15.1518177376678
"ENSG00000223867.1",-5.32563578017976,-15.3259919159849
"ENSG00000278569.1",-5.39212949677206,-15.0765753788624
"ENSG00000228675.1",-5.4959109073119,-15.5906722383504
"ENSG00000221393.1",-5.16557958662801,-15.3237300835409
"ENSG00000146618.3",-5.00009778194419,-15.4126145856949
"ENSG00000265932.1",-5.56363414480737,-15.3688291951204
"ENSG00000200753.1",-5.19074082213528,-15.2263235817417
"ENSG00000195024.2",-5.03731136775141,-15.3332435586302
"ENSG00000221783.1",-5.36392239959847,-15.4333189875605
"ENSG00000212264.1",-5.19592559476251,-15.3886410536385
"ENSG00000252590.1",-5.24435723125374,-15.1366122398929
"ENSG00000228953.1",-5.17416786773811,-15.3188459011552
"ENSG00000206877.1",-4.99994896520979,-15.1605230129227
"ENSG00000271096.1",-5.09692377602262,-15.376966381066
"ENSG00000199085.3",-5.43542755601367,-15.4608445387893
"ENSG00000277966.1",-5.4576218485507,-15.6136840635369
"ENSG00000250756.1",-5.09625628773895,-15.29260042477
"ENSG00000251999.1",-5.51496026762428,-15.4191738467481
"ENSG00000251802.1",-5.48555544608736,-15.4655050598487
"ENSG00000221669.1",-5.54681131343641,-15.4943962350685
"ENSG00000221325.1",-4.99121625467869,-15.0811897581862
"ENSG00000222869.1",-5.5428014516222,-15.3064525886655
"ENSG00000201566.1",-5.33515494710237,-15.053119069537
"ENSG00000211687.1",-5.01586969892279,-15.4037938127989
"ENSG00000211693.2",-5.47835331853886,-15.7514637053789
"ENSG00000231951.1",-5.44101199566483,-15.4004491965145
"ENSG00000252480.1",-5.21385507762451,-15.6278517874075
"ENSG00000231198.1",-4.96690721158874,-15.3096246104332
"ENSG00000242855.3",-5.061897825479,-15.3354207811646
"ENSG00000252983.1",-5.06965083387133,-15.1753347502543
"ENSG00000283969.1",-5.14798843674344,-15.4354965223425
"ENSG00000200456.1",-5.48687342124785,-15.0374038924756
"ENSG00000212450.1",-5.43646294758307,-15.2033486120019
"ENSG00000251378.1",-5.32794860104023,-15.2785371885496
"ENSG00000202350.1",-5.07022952661593,-15.220934585784
"ENSG00000224519.1",-5.52728331792977,-15.0942804312301
"ENSG00000242552.1",-5.34539980270138,-15.4385458239946
"ENSG00000270763.1",-4.99943813198716,-15.3060699456705
"ENSG00000229478.1",-5.41049565750474,-15.4590807056408
"ENSG00000253028.1",-5.44044496677639,-15.4896800343585
"ENSG00000223970.1",-5.00598687526594,-15.502980631353
"ENSG00000222154.1",-5.40247764761482,-15.456578282057
"ENSG00000234105.1",-5.38900781119712,-15.2821310581087
"ENSG00000222355.1",-5.13585480368621,-15.2624119811486
"ENSG00000206729.1",-4.96473205834074,-15.0703052114927
"ENSG00000235738.1",-5.46699871163765,-15.1769612813234
"ENSG00000202296.1",-5.20123826406614,-15.2607806284778
"ENSG00000223330.1",-5.34281756184795,-15.0959599651666
"ENSG00000264426.1",-5.17191913523721,-15.5543762442889
"ENSG00000284558.1",-5.13422804242861,-15.6843341152167
"ENSG00000238431.1",-5.10587433896097,-15.1113270539768
"ENSG00000266168.1",-5.29190093106369,-15.6915768369784
"ENSG00000250923.1",-5.59259857986592,-15.2973367744435
"ENSG00000207443.1",-5.2428506751396,-15.2823784438602
"ENSG00000233782.1",-5.18660124117788,-15.6322437010906
"ENSG00000231523.1",-5.42851623134337,-15.1566337297591
"ENSG00000199231.1",-5.41175790129027,-15.3715783096597
"ENSG00000236638.1",-5.22053524396772,-15.5588250233115
"ENSG00000226587.1",-5.46181437869121,-15.1788966981802
"ENSG00000227298.1",-5.12682985214741,-15.409888855003
"ENSG00000232165.1",-5.16557600555664,-15.1027658313959
"ENSG00000227923.1",-5.69257267011229,-15.2704209399644
"ENSG00000229301.1",-5.25396049465386,-14.9965856981508
"ENSG00000223889.1",-5.46071970037147,-15.1380380311662
"ENSG00000227426.1",-5.38804080708132,-15.1168076098048
"ENSG00000230132.1",-5.42403228267739,-15.6051144413188
"ENSG00000265214.1",-5.15873533716136,-15.592026252856
"ENSG00000278577.1",-5.46199519937605,-15.1440987015668
"ENSG00000229881.1",-5.0546746119595,-15.3508391760336
"ENSG00000276475.1",-5.47213598032699,-15.449061061894
