"","X1","X2"
"ENSG00000271315.1",-5.41646172909775,-15.4439753348756
"ENSG00000251704.1",-5.24388143985051,-15.2417609567636
"ENSG00000212455.1",-5.12994743715966,-15.2269788542586
"ENSG00000266738.1",-5.15530897610657,-15.5158008348458
"ENSG00000200763.1",-4.91590790799311,-15.1858837318439
"ENSG00000238735.1",-5.40808396338266,-15.330678053732
"ENSG00000200829.1",-4.99353908434277,-15.2916332200412
"ENSG00000264192.1",-5.25521515140551,-15.1371069041202
"ENSG00000234189.1",-5.28503491173,-15.4670391206401
"ENSG00000234207.1",-5.42018414071825,-15.1317420330741
"ENSG00000222616.1",-5.14318144605377,-15.1839904326396
"ENSG00000222940.1",-5.24945405643736,-15.5451486995035
"ENSG00000202430.1",-5.23363455515783,-15.5228434979946
"ENSG00000207069.1",-5.09560269892127,-15.1240864371831
"ENSG00000201160.1",-5.15889679902191,-15.1065697732638
"ENSG00000217718.1",-4.97579790922053,-15.2189832490538
"ENSG00000242915.1",-5.44321562694028,-15.4380381678886
"ENSG00000222232.1",-5.23494343638118,-15.456186232357
"ENSG00000265145.1",-5.11228682045606,-15.475180622981
"ENSG00000200283.1",-5.15939162290017,-15.0906894121705
"ENSG00000242699.3",-5.38303872156309,-15.2575494869651
"ENSG00000225943.1",-5.35237013837728,-15.3696544328616
"ENSG00000280154.1",-5.0160980788454,-15.3730801170419
"ENSG00000201671.1",-5.4150856404204,-15.0700088312536
"ENSG00000207653.1",-5.08526087209477,-15.3849540303575
"ENSG00000212204.1",-5.01696155303155,-15.170333540913
"ENSG00000283591.1",-5.28143723546634,-15.6136334364494
"ENSG00000196085.5",-5.29105099306773,-15.1375304706739
"ENSG00000207255.1",-5.23462509167843,-15.4415977287915
"ENSG00000229013.1",-5.31782004768216,-15.0671690572526
"ENSG00000253078.1",-5.39098656498128,-15.5787777790221
"ENSG00000232114.1",-5.29419447436582,-15.3348059295529
"ENSG00000206985.1",-5.15985340029531,-15.3056469420755
"ENSG00000207218.1",-5.31381332918692,-15.3751041053519
"ENSG00000223245.1",-5.14891678541315,-15.0826134484271
"ENSG00000221300.1",-5.2179968566063,-15.4103274938107
"ENSG00000252804.1",-5.36181138905481,-15.1707513387994
"ENSG00000207411.1",-5.42512131864297,-15.5348071902634
"ENSG00000252599.1",-5.28097730721038,-15.2955184035729
"ENSG00000278764.1",-4.99820542331251,-15.3777846858165
"ENSG00000275423.1",-5.40324432120755,-15.6108337719944
"ENSG00000201010.1",-5.28292230144914,-15.3141554872601
"ENSG00000251889.1",-5.50648044255526,-15.5978019624411
"ENSG00000206915.1",-5.12261041302624,-15.318998786355
"ENSG00000212580.1",-5.06910085148896,-15.1613976674465
